Wikipedia_movie_ID,Actor_ethnicity
196176,Jewish people
196176,English people
32338078,Indian
32338078,Indian
4040882,African Americans
4040882,African Americans
26137128,English people
748616,Koreans
336846,Welsh people
336846,White Americans
336846,Italian Americans
336846,Jewish people
336846,Swedish Americans
336846,Italian Americans
27463222,English people
22256486,French
22256486,Italians
22256486,French
22256486,Italian Americans
22256486,Italians
22256486,French
22256486,Spanish Americans
22256486,Russian Americans
3179118,Swedes
11692389,English people
11692389,English people
2229321,Scottish Americans
3829646,Spaniards
3310726,German Americans
12491178,African Americans
12491178,Jewish people
12491178,Welsh people
6795113,Sindhis
6795113,Tamil
30173306,Bengali
30173306,Indian
30173306,Indian
30173306,Indian
1940449,Italian Canadians
1940449,Asian Americans
1940449,African Americans
1940449,African Americans
1940449,Mexican Americans
6795107,Indian
6795107,Sindhis
6795107,Punjabis
6795107,Tamil
6795107,Tamil
6795107,Tamil
6795107,Tamil
20433908,Indian
20433908,Indian
20433908,Indian
20433908,Indian
103022,Jewish people
103022,African Americans
6367133,Italian Americans
1216495,English people
1216495,English people
362719,White Americans
362719,English people
362719,Scottish Americans
362719,White British
362719,Dutch Americans
1441555,Italians
13706555,Scottish Americans
31156816,Malayali
31156816,Indian
31156816,Tamil
31156816,Tamil
23066641,Jewish people
10705531,Scottish Australian
4459059,White Africans of European ancestry
4459059,Americans
4459059,White Americans
31341245,Germans
31341245,Germans
4069274,African Americans
4069274,Italian Americans
4069274,Jewish people
4069274,African Americans
4069274,Scottish Americans
24364162,Malayali
5008724,Indian
5008724,Indian
5008724,Indian
5008724,Indian
5008724,Indian
30575,Stateside Puerto Ricans
8620612,English people
6792375,English people
24416479,African Americans
24416479,Cherokee
24416479,Jewish people
20904045,Sindhis
20904045,Indian
20904045,Indian
20904045,Indian
20904045,Indian
20904045,Indian
20904045,Indian
16672517,Indian
1033297,Serbian Americans
1033297,Dominican Americans
1033297,Polish Americans
1033297,English people
1033297,Germans
1033297,Spanish Americans
21236198,Austrians
21236198,Jewish people
25393275,Indian
25393275,Indian
25393275,Indian
25393275,Indian
12510319,Hongkongers
11143085,Indian
11143085,Indian
27667647,Indian
13723442,French Canadians
13723442,Scottish Americans
5007743,Indian
5007743,Iranian peoples
5007743,Muslim
5007743,Pashtuns
5007743,Indian
5007743,Indian
15457461,Jewish people
11943972,Italians
11943972,Italians
5274269,Indian
5274269,Punjabis
5274269,Indian
5274269,Gujarati people
5274269,Indian
5274269,Indian
5274269,Indian
5274269,Indian
5274269,Indian
32426830,Jewish people
28010413,Irish Americans
22697314,White Americans
22697314,Jewish people
18620635,Jewish people
29472242,Indian
29472242,Gujarati people
29472242,Indian
29472242,Bengali
29472242,Indian
29472242,British Indian
29472242,Telugu people
20506905,Irish people
20506905,Irish people
20506905,English people
20506905,English people
20506905,Irish people
20506905,Irish people
23454846,Marathi people
23454846,Indian
23454846,Indian
23454846,Indian
23454846,Kayastha
23454846,Indian
34137688,Irish migration to Great Britain
24145565,Japanese people
12384049,Irish Americans
25019575,Filipino people
15858518,Sri Lankan Tamils
15858518,Indian
11078796,names of the Greeks
11078796,names of the Greeks
11078796,names of the Greeks
6512034,Irish people
6512034,Jewish people
3145085,Jewish people
21752299,Jewish people
21752299,Jewish people
15698879,Italians
24789247,Jewish people
20018854,Indian
20018854,Indian
20018854,Marathi people
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
24021571,African Americans
11696799,Mexican Americans
10594195,Indian
10594195,Indian
10594195,Indian
10594195,Indian
10594195,Indian
19496914,African Americans
29273489,Italians
12061267,English people
12061267,Welsh people
12061267,Irish Americans
12061267,White Americans
12061267,Spanish Americans
31094908,Jewish people
31384712,Malayali
31384712,Indian
30994230,Jewish people
32592054,Italians
19576505,Indian
19576505,Indian
19576505,Indian
19576505,Indian
19576505,Punjabis
19576505,Indian
9678161,Tamil
9678161,Tamil
31633054,Jewish people
20581194,Brahmin caste
20581194,Indian
20581194,Bihari people
206845,Irish Americans
206845,African Americans
206845,Italian Americans
206845,Italian Americans
206845,White Americans
206845,Jewish people
206845,English Americans
206845,Stateside Puerto Ricans
206845,Jewish people
206845,German Americans
19087098,English people
19087098,Jewish people
19087098,English people
7082486,Telugu people
7082486,Telugu people
7082486,Malayali
7082486,Indian
7082486,Telugu people
3210963,Russian Americans
3210963,Jewish people
3210963,Jewish people
3210963,Jewish people
3210963,Irish Americans
3210963,Jewish people
9086301,Irish Americans
31196941,Indian
31196941,Indian
31196941,Indian
31196941,Indian
31196941,Indian
1307956,English people
1307956,English people
1307956,English people
1307956,English people
1307956,English people
15890474,African Americans
2216254,Jewish people
2216254,Irish people
2216254,Jewish people
2216254,English people
2216254,Italian Australian
2216254,African Americans
2216254,African Americans
2216254,Italian Americans
32809250,Australian Americans
27064671,Indian
1964091,German Americans
1964091,Scottish Americans
1964091,Germans
1964091,Czech Americans
1964091,African Americans
1964091,English Americans
26687336,Indian
26687336,Indian
26687336,Punjabis
26687336,Indian
26687336,Indian
26687336,Indian
26687336,Indian
26687336,Indian
26687336,Kashmiri Pandit
26687336,Indian
26687336,Jaat
26687336,Indian
33726417,Serbs of Croatia
3917900,Irish Americans
3917900,English people
3917900,African Americans
16791637,Jewish people
4031676,African Americans
4031676,Italian Americans
1378672,English people
1378672,British Americans
26712095,African Americans
26712095,African Americans
26712095,African Americans
4519680,Punjabis
26283021,Indian
20437960,Norwegians
3917873,Dutch Americans
3917873,Jewish people
3917873,Welsh people
4724575,Irish Americans
4724575,African Americans
1033477,White Americans
1033477,Dutch Americans
1033477,Italian Americans
12287578,Bosnians
29831793,Sicilian Americans
27918049,English Australian
27918049,English people
27918049,Australians
7280966,White Americans
7280966,Irish Americans
7280966,Jewish people
26068632,Scottish Americans
28826929,Irish Americans
22592501,Irish people
22592501,Danes
24207129,Scottish Americans
24207129,English people
24207129,English people
24207129,Spaniards
6300110,French Chilean
15096320,Swedish Americans
15096320,American Jews
15096320,Jewish people
15096320,African Americans
15096320,Mexican Americans
15096320,French
5845807,Asian Americans
5845807,Jewish people
5845807,Spanish Americans
5845807,African Americans
5845807,Albanian American
14734420,Jewish people
8763366,White Americans
3740032,Scottish Americans
7876902,Indian
7876902,Telugu people
7876902,Sri Lankan Tamils
15337018,Irish people
15337018,Austrian Americans
9408752,African Americans
9408752,African Americans
9889964,Kashmiri Pandit
9889964,Indian
9889964,Indian
9889964,Indian
9889964,Indian
28388755,Irish Americans
28388755,British Americans
5884079,German Americans
15670779,Jewish people
31227417,African Americans
2553539,Romani people
14709757,African Americans
11826951,Italians
11826951,Italians
15337014,English people
31499936,Irish Americans
817057,African Americans
817057,Irish Americans
817057,Jewish people
817057,Greeks in South Africa
33269485,Telugu people
1222278,Jewish people
13726036,Scottish Americans
5088118,African Americans
7844547,French Americans
3184269,German Americans
3184269,Welsh people
3184269,English people
3184269,White British
3184269,Jewish people
3184269,Jewish people
2121431,Jewish people
2121431,Italian Americans
5446828,Italian Americans
5446828,Native Hawaiians
17244218,Slovaks
25744220,Swedish Americans
6644109,Spaniards
21426256,African Americans
21426256,African Americans
11361551,Dutch Americans
11361551,Jewish people
1132138,Irish Americans
1132138,Jewish people
1132138,Jewish people
1132138,Jewish people
1132138,Russian Americans
13457871,White British
5469928,Italians
17007014,Irish Americans
2254896,Irish people
2254896,English people
2254896,White British
2254896,French
32066330,Chinese Americans
2701438,White Americans
22475578,Ezhava
22475578,Malayali
8889869,Romani people
8889869,Indian
8889869,British Indian
8889869,Indian
8889869,Indian
8889869,Bengali
8889869,Indian
8889869,Indian
8889869,Punjabis
8658177,English people
414368,Jewish people
20762723,Mexican Americans
7376439,Italians
2295231,Welsh people
2295231,Jewish people
21598586,Greek Americans
21598586,Cuban Americans
32811226,English people
32811226,English people
32811226,English people
32811226,Germans
19160892,White British
7566281,Tamil
7566281,Tamil
7566281,Indian
7566281,Indian
6242699,Romani people
7100124,Jewish people
30975925,African Americans
7567438,Indian
7567438,Indian
7567438,Kayastha
17594183,English people
5218366,English people
5218366,British Americans
5218366,Irish people
9208103,Hungarians
18241669,Irish people
18241669,Irish Americans
18241669,Irish people
18241669,English people
18241669,Hungarian Americans
168571,African Americans
168571,Romanichal
31982675,English people
26876259,Indian
26876259,Malayali
6352213,Jewish people
11144406,Jewish people
14250331,Indian
14250331,Indian
14250331,Parsi
14250331,Indian
14250331,Indian
1231856,Irish migration to Great Britain
1231856,English Americans
1231856,Lithuanian American
1231856,Koreans
1128108,Jewish people
1128108,German Americans
1128108,German Americans
1128108,Jewish people
1128108,Irish Americans
30531735,Jewish people
30531735,Italian Americans
30531735,Irish Americans
10663174,White British
10663174,English people
16645962,Spaniards
8158277,African Americans
8158277,Indonesian Americans
8158277,Jewish people
8309714,Colombian Americans
7668793,English Americans
7668793,Austrians
7668793,African Americans
7668793,Slovak Americans
7668793,Danes
13508675,Jewish people
31636280,Punjabis
31636280,Indian
30009376,Indian
28467569,Serbs of Croatia
28275468,Tamil
28275468,Malayali
10459622,Scottish Americans
967367,Welsh people
8610844,Italian Americans
8610844,Armenians
8610844,Scottish Americans
8610844,Lebanese Americans
2028217,White Americans
2028217,White Americans
2028217,English people
2028217,German Americans
2028217,English people
2028217,Anglo-Celtic Australians
2028217,African Americans
2028217,Dutch Americans
28350035,Indian
28350035,Indian
1911903,Jewish people
18070985,Puerto Ricans
18070985,Jewish people
6969487,White Americans
6969487,Irish Americans
6969487,Hongkongers
16791614,French Americans
17884388,Indian
17884388,Indian
17884388,Bengali
1157158,American Jews
1157158,Italian Americans
1157158,Irish people
1157158,Jewish people
1157158,Mexicans
1157158,Jewish people
10999615,Marathi people
10999615,Malayali
3028248,Jewish people
3432108,Hungarian Americans
1341543,African Americans
1341543,African Americans
12941571,Scottish Americans
612656,Swedish Americans
612656,Jewish people
612656,Sicilian Americans
612656,German Americans
612656,Puerto Ricans
612656,Stateside Puerto Ricans
19104869,Swiss
19104869,Germans
1774709,Romani people
1774709,Jewish people
7158571,Jewish people
15098346,Indian
15098346,Indian
15098346,Indian
20426704,Que viva el amor de Chaves
22576659,French
142274,Scottish Americans
142274,African Americans
142274,Sicilian Americans
142274,Jewish people
142274,American Jews
142274,Jewish people
142274,Jewish people
142274,Russian Americans
142274,African Americans
142274,Scottish Americans
32098888,British Indian
32098888,Bengali
32098888,Bengali
32098888,Indian
32098888,Indian
21447227,Russians
21447227,Russians
5284284,Scottish Americans
26291262,Jewish people
26291262,Jewish people
26291262,Jewish people
31934171,Indian
31934171,Indian
31934171,Indian
31934171,Malayali
1871167,White Americans
1871167,Italian Americans
1871167,Irish Americans
1871167,Jewish people
18487239,Jewish people
18487239,Latvians
18487239,Asian Americans
18487239,Indian Americans
18487239,Jewish people
28031590,Indian
28031590,Indian
29865278,Punjabis
29865278,Punjabis
29865278,Kashmiri Pandit
29865278,Indian
29865278,Indian
29865278,Indian
29865278,Indian
29865278,Indian
18705442,Taiwanese
9497934,English people
35790655,Indian
35790655,Indian
35790655,Indian
35790655,Indian
14602109,Marathi people
14602109,Indian
14602109,Indian
14602109,Indian
14602109,Marathi people
31481839,Indian
29002780,Welsh people
13194784,Irish Americans
13194784,Jewish people
23813404,French Americans
12662789,Italians
23691047,White Americans
31303771,White Americans
31303771,Scottish Americans
5190465,African Americans
5190465,American Jews
13934307,White Americans
4400057,Jewish people
4400057,African Americans
4400057,Norwegian Americans
12180811,Danes
12180811,African Americans
12180811,African Americans
8167343,Belgians
19898489,Punjabis
19898489,Sindhis
19898489,Indian
19898489,Indian
19898489,Indian
19898489,Punjabis
24708749,Italian Americans
24708749,English people
24708749,Irish migration to Great Britain
24708749,English people
24708749,Irish Americans
24708749,English people
24708749,English people
24708749,White British
24708749,English people
5694780,African Americans
5566878,Portuguese Americans
5566878,Bolivian American
5566878,Spanish Americans
5566878,Mexican Americans
5566878,Mexican Americans
4966576,Telugu people
4966576,Bengali
4966576,Indian
4966576,Bengali
32635381,Kiwi
6839059,English people
6839059,English people
6839059,English people
6839059,English people
9401987,African Americans
4403780,Hungarian Americans
4403780,Serbian Americans
4403780,Hungarian Americans
4403780,Hungarian Americans
4403780,Hungarian Americans
4403780,Hungarian Americans
4403780,Hungarian Americans
32508075,African Americans
9650057,Tamil
9650057,Konkani people
23865315,Indian
23865315,Indian
22021525,Punjabis
22021525,Parsi
23674693,Indian
23674693,Indian
23674693,Tamil
23674693,Tamil
23674693,Indian
23674693,Tamil
12234915,Jewish people
26553782,Scottish Americans
10640368,Indian
10640368,Indian
10640368,Indian
9457642,Chinese Americans
9457642,Russian Americans
9457642,Jewish people
9457642,Italian Americans
9457642,English people
9457642,Jewish people
26614442,Nair
14075290,White British
14075290,Jewish people
10877732,English people
10877732,Romanichal
10877732,English people
10877732,English people
10535326,African Americans
10535326,African Americans
10535326,Polish Americans
10535326,African Americans
10535326,Jewish people
35685303,Cubans
35685303,Irish Americans
14830015,Punjabis
14830015,Punjabis
14830015,Kayastha
14830015,Kayastha
14830015,Indian
14830015,Indian
14830015,Indian
14830015,Indian
19204182,English people
14814288,Dominican Americans
31751930,Indian
8219325,African Americans
8219325,Jewish people
8219325,English people
8219325,Jewish people
8219325,Irish Americans
8219325,Armenian American
8219325,White Americans
19844591,Welsh people
19844591,Italian Americans
8859517,African Americans
8859517,African Americans
8859517,African Americans
8859517,African Americans
1238065,African Americans
1238065,African Americans
1238065,African Americans
1238065,Mexican Americans
1238065,African Americans
1238065,African Americans
1238065,African Americans
1238065,Jewish people
1238065,Sicilian Americans
35211787,Sri Lankan Tamils
504242,Cuban Americans
504242,Irish Americans
504242,Irish Canadians
504242,African Americans
504242,Jewish people
30221797,Punjabis
30221797,Tamil
34961787,Kannada people
256337,Swedish Americans
256337,Italian Brazilians
256337,Jewish people
256337,Dutch Americans
256337,Irish Americans
256337,English people
256337,Danish Americans
256337,Jewish people
256337,Danes
256337,White Americans
256337,African Americans
256337,Taiwanese Americans
256337,Irish Americans
256337,Spanish Americans
2780906,English Canadians
11796087,Italians
11796087,Italians
11796087,Italians
31304482,French
24067673,Irish Americans
163491,Italians
4461403,Kiwi
31708878,English people
16835577,African Americans
16835577,Jewish people
16835577,African Americans
15749812,Danes
15749812,Swedes
15749812,Swedes
14691885,Swedish Americans
23687966,Italians
24068072,Hongkongers
10344059,Koreans
20857007,English people
31205088,Malayali
9088886,African Americans
9088886,Irish people
9088886,Spaniards
9088886,English people
9088886,Swedes
34420824,Indian
18164108,English people
18164108,Welsh people
18164108,English people
18164108,Irish people
12961471,Scottish Americans
9134018,Jewish people
103021,Cajun
103021,English people
103021,Jewish people
103021,British Americans
5188508,American Jews
1597728,Italians
1597728,Jewish people
1597728,Jewish people
35408293,Punjabis
35408293,Bihari people
580994,Scottish Americans
580994,Jewish people
580994,Irish Americans
35993713,Irish Americans
34181242,Jewish people
34181242,Mexican Americans
34181242,African Americans
16364045,Indian
16364045,Sindhis
16364045,Punjabis
16364045,Indian
16364045,Indian
20629940,African Americans
20629940,African Americans
20629940,African Americans
20629940,African Americans
20629940,African Americans
20629940,African Americans
2649865,Irish Americans
2236141,White Americans
2236141,Italian Americans
2002258,Jewish people
33628294,Italian Americans
33628294,Germans
33628294,English people
11284825,French
3310853,African Americans
66205,Iranian peoples
11256259,Tamil
11256259,Pashtuns
11256259,Indian
11256259,Pakistanis
11256259,Indian
11256259,Indian
11256259,Indian
11256259,Indian
11256259,Indian
21983784,English people
32537784,Bengali
32537784,Marathi people
32537784,Indian
32537784,Indian
32537784,Indian
32537784,Indian
25111940,Indian
25111940,Indian
2705410,Hungarian Americans
2705410,Danish Americans
29240722,Irish Americans
1598832,Jewish people
1598832,Jewish people
1598832,African Americans
1598832,African Americans
3564596,Koreans
3564596,Koreans
8702038,Jewish people
2261407,Koreans
16188573,English people
16188573,African Americans
16188573,French
18195027,Syrian Americans
8719979,English people
8719979,English people
8719979,English people
8719979,White British
8719979,English people
26554437,Irish Americans
26554437,White Americans
26554437,Czech Americans
26554437,Italian Americans
26554437,Italian Americans
26554437,English people
6917005,Irish Americans
6917005,Jewish people
6917005,Cherokee
6917005,Russians
20663735,Indian
20663735,Indian
20663735,Marathi people
20663735,Malayali
20663735,Indian
20663735,Indian
20663735,Malayali
30653283,Malayali
30653283,Malayali
1853602,Irish Americans
1853602,Italian Americans
327427,Swedes
327427,Scottish Americans
327427,Italian Americans
327427,English people
327427,Lebanese Americans
327427,American Jews
327427,Greek Americans
327427,Puerto Ricans
327427,African Americans
327427,Jewish people
327427,Polish Americans
327427,African Americans
327427,Italian Americans
7948938,Hongkongers
1432855,Japanese people
18545627,Jewish people
18545627,Jewish people
1057543,British Americans
1057543,Jewish people
1057543,Italian Americans
5209312,African Americans
5209312,German Americans
5209312,Scottish Americans
5209312,Chinese Americans
5209312,Jewish people
5209312,Jewish people
5209312,African Americans
29077073,Malayali
25274949,Pacific Islander Americans
25274949,Swedish Americans
571383,Austrians
571383,Scottish Americans
571383,Welsh people
571383,Swedes
571383,African Americans
3218724,Americans
1997513,Puerto Ricans
1997513,Jewish people
7238588,Armenians
12509757,English Americans
12509757,African Americans
26456639,Hongkongers
6987479,British Americans
6987479,Australian Americans
6987479,Chilean American
6987479,American Jews
6987479,African Americans
6987479,Jewish people
6987479,Jewish people
17327462,Italian Americans
17327462,African Americans
24157780,Swedish Americans
74872,African Americans
74872,African Americans
74872,African Americans
27528515,names of the Greeks
9164973,Hongkongers
12290387,Indian
12290387,Tamil
12290387,Tamil
16731651,names of the Greeks
16731651,Israelis
1663320,Jewish people
1663320,Afro-Cuban
1663320,White British
1663320,White Americans
1663320,Jewish people
1663320,Scottish Americans
5106141,Indian
5106141,Gujarati people
5106141,Indian
5106141,Sindhis
5106141,Indian
5106141,Indian
15553721,Jewish people
6809382,Danes
6809382,Danes
6809382,Danes
2939386,White Americans
2939386,Spanish Americans
1111223,Dutch
1111223,Chinese Americans
5718787,Italian Americans
5718787,Swedish Americans
25411775,English people
25411775,White South Africans
8056688,Jewish people
8056688,Jewish people
8056688,Jewish people
8056688,Slovak Americans
20904652,Indian
20904652,Gujarati people
20904652,Bengali
20904652,Bengali
14140338,English people
10594693,Italian Americans
8337507,Irish Americans
6826256,Indian
6826256,Bunt
6826256,Indian
20703482,Mexican Americans
20703482,White Americans
2339741,Welsh Americans
2339741,Mexican Americans
29245287,Malayali
9244646,French
6169108,Scottish Americans
9123604,Dutch Americans
9123604,English people
453830,African Americans
31887851,Nepali Indian
31887851,Indian
35743652,English people
12065528,Indian
12065528,Malayali
12065528,Malayali
12065528,Malayali
25762104,Indian
2430019,Dutch Americans
2430019,Slavs
34666140,Tamil
3725044,Jewish people
20630951,English people
31351,Czech Americans
31338636,Indian
31338636,Bengali
31338636,Indian
35260006,Indian
35260006,Indian
24226493,African Americans
9340076,Jewish people
17022526,Jewish people
1456329,Scottish Americans
1456329,Italian Americans
1456329,Jewish people
1456329,English people
12041854,Koreans
12041854,Koreans
27403920,Irish Americans
23902011,Jewish people
34671186,Indian
34671186,Tamil
163462,Irish Americans
163462,African Americans
163462,First Nations
163462,Irish Americans
25359124,Jewish people
25359124,British Pakistanis
25359124,Jewish people
25359124,Iranians in the United Kingdom
13277969,Indian
13277969,Indian
12585204,Irish Americans
12585204,Finnish Americans
26396405,Mexican Americans
26396405,African Americans
26396405,Akan people
18962686,Jewish people
21888630,Malayali
21888630,Tamil
21888630,Indian
15397835,African Americans
15397835,African Americans
18570812,African Americans
7235995,Indian
7235995,Indian
7235995,Indian
7235995,Indian
13725370,Scottish Americans
21052684,English people
33606762,Ezhava
33606762,Indian
23097358,Irish Americans
20581320,Nepali Indian
20581320,Gujarati people
6691690,Croatian Canadians
17727108,Māori
685720,Hungarian Americans
685720,French
685720,Italian Americans
685720,Italian Americans
142443,Germans
142443,English people
8964541,Black Britons
10640149,Indian
1688879,Swedes
1688879,Swedes
1688879,Swedes
1688879,Swedish Americans
1688879,Swedes
1688879,Swedes
15538307,African Americans
3619129,Irish people
3619129,Irish people
3619129,Jewish people
3619129,Irish people
6173336,Jewish people
12794862,Swedes
12794862,English people
8997652,Chinese Americans
7421446,Jewish people
2411131,Spanish Americans
2411131,Spanish Americans
2411131,African Americans
2411131,African Americans
33933567,Indian
29138100,Indian
29138100,Indian
29138100,Indian
445066,Irish people
445066,African Americans
445066,African Americans
2627314,Spanish Americans
2627314,Spanish Americans
4481850,English people
24687459,Filipino people
24687459,Filipino people
24687459,Chinese Filipino
24687459,Chinese Filipino
26057620,Italians
26057620,French
36025071,Indian
36025071,Indian
20760084,Jewish people
20760084,German Americans
2411122,Indian
2411122,Indian
2411122,Indian
2411122,Indian
3894411,Māori
3894411,French
3894411,Australians
3894411,Irish people
3894411,English people
3894411,English people
3894411,English people
3894411,French
3894411,British Pakistanis
27223546,Dutch Americans
27223546,Swedish Americans
24272584,Indian
5192888,Dutch Americans
19281170,Jewish people
19281170,Jewish people
25757227,Jewish people
27253748,Malayali
27253748,Indian
23907048,Hongkongers
495585,Japanese people
1717731,Germans
1717731,English Americans
1717731,Cherokee
1717731,African Americans
18004274,Indian
18004274,Indian
770083,White Americans
770083,White Americans
1686679,Japanese people
1686679,Japanese people
15311450,Indian
15311450,Tamil
7813879,English people
7813879,Jewish people
7813879,British Americans
26901173,Jewish people
5732046,African Americans
5732046,Taiwanese
5732046,Spaniards
5732046,Germans
22291285,Italian Americans
22291285,Jewish people
31448553,Indian
31448553,Jewish people
31448553,Telugu people
31448553,Indian
31448553,Indian
31448553,Bengali
31448553,British Indian
31448553,Kashmiri Pandit
31448553,Indian
31448553,Indian
31448553,Indian
31448553,Indian
31448553,Telugu people
5574573,Indian
5574573,Malayali
5574573,Bunt
5574573,Telugu people
5574573,Indian
10867115,Swedish Americans
10867115,African Americans
10867115,Jewish people
18436536,Irish Americans
18436536,Jewish people
18436536,English people
18436536,White Americans
18436536,African Americans
18436536,Belgians
14684012,Jewish people
106262,White Americans
106262,Australian Americans
106262,Jewish people
106262,Italian Americans
106262,Irish Americans
106262,Jewish people
106262,White Americans
106262,Jewish people
106262,African Americans
106262,American Jews
106262,Jewish people
17873069,Polish Americans
453573,White Americans
12961224,Scottish Americans
19115982,African Americans
19115982,White Americans
2379908,Danish Americans
2379908,Danes
2379908,Italian Canadians
1647985,Armenians
11614763,Irish people
12259262,Scottish Americans
12259262,English people
13710479,Japanese people
6543887,Jewish people
9694681,Scottish Americans
32833838,Jewish people
32833838,French
32833838,French
29737856,German Americans
2100492,Italian Americans
16472738,English people
16472738,Jewish people
15871712,Irish Canadians
161452,Irish Americans
31383066,Nair
31383066,Indian
31383066,Ezhava
993791,Germans
993791,Germans
993791,Germans
993791,Germans
4187434,White Americans
1479185,Jewish people
1479185,Swedish Americans
1479185,German Americans
5994420,Irish Americans
12576808,Jewish people
12576808,Chinese Americans
12576808,African Americans
2657943,Anglo-Celtic Australians
2657943,Italian Americans
2657943,White Americans
12576817,Jewish people
12576817,Chinese Americans
12576817,African Americans
23944914,English people
23944914,Irish people
2267722,Jewish people
21350474,Chinese Americans
19931937,Dalmatian Italians
680361,American Jews
19787914,Jewish people
19787914,Italian Americans
19787914,African Americans
19787914,Jewish people
19787914,Jewish people
19787914,Irish Americans
19787914,Irish Americans
19787914,White Americans
30542998,Indian
190405,Swedish Americans
190405,Jewish people
190405,Swedish Americans
73930,Danish Americans
2969042,Dutch Americans
12230535,Irish Americans
12230535,Welsh people
12230535,Irish Americans
33656303,Mexican Americans
31316750,Japanese people
14288728,Swedish Americans
30622911,Indian
30622911,Indian
30622911,Indian
30622911,Bengali
30622911,Indian
22144721,Jewish people
22144721,Jewish people
22144721,African Americans
22144721,Ashkenazi Jews
22144721,Jewish people
22144721,Irish Americans
22144721,African Americans
22144721,Irish Americans
22144721,Italians
22144721,English people
22144721,Italian Americans
22144721,Jewish people
22144721,Romanian Americans
22144721,"freebase_id
/m/017sq0    Eurasian
/m/017sq0     Eurasia
Name: label, dtype: object"
22144721,Irish Americans
22144721,Ashkenazi Jews
10940332,names of the Greeks
10940332,French Americans
10940332,Jewish people
165106,Irish Americans
35490374,Indian
32053604,Bengali
32053604,Indian
32053604,Indian
32053604,Parsi
32053604,Bengali
3658781,White Americans
31384964,Malayali
31384964,Malayali
31384964,Malayali
31384964,Indian
31384964,Indian
619956,Indian Americans
77643,African Americans
142457,Māori
142457,English Australian
142457,German Americans
142457,Native Hawaiians
142457,Italian Americans
23691080,White Americans
3990322,African Americans
6720263,Russian Americans
6720263,Italian Americans
33933454,Jewish people
10915095,Germans
10915095,French
1815818,Chinese Singaporeans
5875250,Indian
5875250,Irish Americans
5875250,English Americans
5875250,Irish Americans
5875250,French Canadians
5875250,Jewish people
32608557,Swedes
32608557,Scottish Americans
186856,Jewish people
186856,English people
186856,Scottish Americans
186856,Jewish people
34370916,Indian
34370916,Indian
3470692,names of the Greeks
3470692,German Americans
15724834,Tamil
21242801,Scottish Americans
21242801,Spaniards
21764295,Mexicans
21764295,Spaniards
31859893,Irish migration to Great Britain
3114712,Australian Americans
17792184,German Americans
22826758,Hongkongers
5945009,Punjabis
5945009,Marathi people
5945009,Indian
5945009,Punjabis
5945009,Indian
5945009,Indian
6097565,Hungarian Americans
14050402,Indian
14050402,Indian
14050402,Indian
14050402,Nair
