Movie_name,Movie_release_date
Madame Bovary,1949
Mother Is a Freshman,1949
"Once More, My Darling",1949
Paisan,1949
Passport to Pimlico,1949
Roller Derby Girl,1949
Sand,1949
Saraband for Dead Lovers,1949
Snow Carnival,1949
So Dear to My Heart,1949
So You Think You're Not Guilty,1949
Spills and Chills,1949
The Barkleys of Broadway,1949
The Boy and the Eagle,1949
The Grass Is Always Greener,1949
The Hasty Heart,1949
The Magic Fluke,1949
The Rising Tide,1949
The Window,1949
Toy Tinkers,1949
Tulsa,1949
Water Trix,1949
White Heat,1949
All About Eve,1950
Sunset Boulevard,1950
Samson and Delilah,1950
King Solomon's Mines,1950
Born Yesterday,1950
Annie Get Your Gun,1950
The Third Man,1950
Destination Moon,1950
Harvey,1950
"Captain Carey, U.S.A.",1950
Cyrano de Bergerac,1950
Gerald McBoing-Boing,1950
Grandad of Races,1950
In Beaver Valley,1950
Panic in the Streets,1950
The Titan: Story of Michelangelo,1950
Why Korea?,1950
The Asphalt Jungle,1950
Broken Arrow,1950
Caged,1950
Cinderella,1950
Father of the Bride,1950
The Flame and the Arrow,1950
The Magnificent Yankee,1950
Adam's Rib,1950
Bitter Rice,1950
Blaze Busters,1950
Grandma Moses,1950
I'll Get By,1950
Jerry's Cousin,1950
Louisa,1950
Mister 880,1950
My Country 'Tis of Thee,1950
Mystery Street,1950
No Sad Songs for Me,1950
No Way Out,1950
Our Very Own,1950
Singing Guns,1950
That Forsyte Woman,1950
The Black Rose,1950
The Fight: Science Against Cancer,1950
The Furies,1950
The Gunfighter,1950
The Men,1950
The Red Danube,1950
The Stairs,1950
The Toast of New Orleans,1950
The West Point Story,1950
Three Little Words,1950
Trio,1950
Trouble Indemnity,1950
Wabash Avenue,1950
When Willie Comes Marching Home,1950
With These Hands,1950
Wrong Way Butch,1950
An American in Paris,1951
A Place in the Sun,1951
A Streetcar Named Desire,1951
The African Queen,1951
The Great Caruso,1951
Here Comes the Groom,1951
When Worlds Collide,1951
Benjy,1951
Kon-Tiki,1951
Nature's Half Acre,1951
Seven Days to Noon,1951
The Two Mouseketeers,1951
World of Kids,1951
Quo Vadis,1951
David and Bathsheba,1951
Death of a Salesman,1951
Detective Story,1951
Bright Victory,1951
Decision Before Dawn,1951
La Ronde,1951
On the Riviera,1951
Show Boat,1951
The Tales of Hoffmann,1951
The Blue Veil,1951
The Frogmen,1951
The Well,1951
Ace in the Hole,1951
Alice in Wonderland,1951
Balzac,1951
Bullfighter and the Lady,1951
Come Fill the Cup,1951
Danger Under the Sea,1951
Fourteen Hours,1951
Go for Broke!,1951
Golden Girl,1951
I Want You,1951
I Was a Communist for the FBI,1951
Kind Lady,1951
Lambert the Sheepish Lion,1951
One Who Came Back,1951
"Rich, Young and Pretty",1951
Ridin' the Rails,1951
Rooty Toot Toot,1951
Royal Wedding,1951
Strangers on a Train,1951
Teresa,1951
The House on Telegraph Hill,1951
The Mating Season,1951
The Model and the Marriage Broker,1951
The Mudlark,1951
The Seeing Eye,1951
The Story of Time,1951
The Strip,1951
Too Young to Kiss,1951
Two Tickets to Broadway,1951
When Worlds Collide,1951
The Greatest Show on Earth,1952
The Bad and the Beautiful,1952
High Noon,1952
Moulin Rouge,1952
The Quiet Man,1952
Viva Zapata!,1952
With a Song in My Heart,1952
"Come Back, Little Sheba",1952
Breaking the Sound Barrier,1952
Neighbours,1952
The Lavender Hill Mob,1952
Johann Mouse,1952
Light in the Window,1952
Plymouth Adventure,1952
The Sea Around Us,1952
Water Birds,1952
Hans Christian Andersen,1952
My Cousin Rachel,1952
Sudden Fear,1952
Ivanhoe,1952
Carrie,1952
Devil Take Us,1952
5 Fingers,1952
Navajo,1952
Singin' in the Rain,1952
The Big Sky,1952
The Merry Widow,1952
The Snows of Kilimanjaro,1952
Affair in Trinidad,1952
Athletes of the Saddle,1952
Because You're Mine,1952
Bridge of Time,1952
Desert Killer,1952
Flat Top,1952
Just for You,1952
Little Johnny Jet,1952
Madeline,1952
Man Alive!,1952
Million Dollar Mermaid,1952
My Son John,1952
Pat and Mike,1952
Pink and Blue Blues,1952
Rashomon,1951
Royal Scotland,1952
Son of Paleface,1952
Thar She Blows!,1952
The Atomic City,1952
The Card,1952
The Garden Spider,1952
The Hoaxters,1952
The Jazz Singer,1952
The Man in the White Suit,1952
The Medium,1952
The Member of the Wedding,1952
The Miracle of Our Lady of Fatima,1952
The Narrow Margin,1952
The Pride of St. Louis,1952
The Romance of Transportation in Canada,1952
The Sniper,1952
The Star,1952
The Thief,1952
From Here to Eternity,1953
Roman Holiday,1953
The Robe,1953
Lili,1953
Shane,1953
Julius Caesar,1953
Calamity Jane,1953
Stalag 17,1953
The War of the Worlds,1953
Call Me Madam,1953
Titanic,1953
Bear Country,1953
Overture to The Merry Wives of Windsor,1953
The Alaskan Eskimo,1953
The Living Desert,1953
"Toot, Whistle, Plunk and Boom",1953
The Band Wagon,1953
The Moon Is Blue,1953
Above and Beyond,1953
Hondo,1953
Knights of the Round Table,1953
Martin Luther,1953
Mogambo,1953
The President's Lady,1953
Young Bess,1953
A Queen Is Crowned,1953
All the Brothers Were Valiant,1953
Ben and Me,1953
Beneath the 12-Mile Reef,1953
Christ Among the Primitives,1953
Christopher Crumpet,1953
Crazylegs,1953
Dream Wife,1953
From A to Z-Z-Z-Z,1953
Herring Hunt,1953
How to Marry a Millionaire,1953
Joy of Living,1953
Kiss Me Kate,1953
Little Fugitive,1953
Miss Sadie Thompson,1953
Operation Blue Jay,1953
Pickup on South Street,1953
Return to Glennascaul,1953
Rugged Bear,1953
Small Town Girl,1953
Take the High Ground!,1953
"The 5,000 Fingers of Dr. T.",1953
The Actress,1953
The Caddy,1953
The Captain's Paradise,1953
The Conquest of Everest,1953
The Cruel Sea,1953
The Desert Rats,1953
The Four Poster,1953
The Living City,1953
The Mississippi Gambler,1953
The Naked Spur,1953
The Story of Three Loves,1953
The Tell-Tale Heart,1953
The Word,1953
They Planted a Stone,1953
This Is Cinerama,1953
Torch Song,1953
Vesuvius Express,1953
Wee Water Wonders,1953
Winter Paradise,1953
On the Waterfront,1954
The Country Girl,1954
"20,000 Leagues Under the Sea",1954
Three Coins in the Fountain,1954
Sabrina,1954
The High and the Mighty,1954
Seven Brides for Seven Brothers,1954
The Glenn Miller Story,1954
Broken Lance,1954
The Barefoot Contessa,1954
A Time Out of War,1954
Gate of Hell,1954
This Mechanical Age,1954
The Vanishing Prairie,1954
Thursday's Children,1954
When Magoo Flew,1954
The Caine Mutiny,1954
A Star Is Born,1954
Executive Suite,1954
Rear Window,1954
Brigadoon,1954
There's No Business Like Show Business,1954
Carmen Jones,1954
Désirée,1954
Genevieve,1954
Jet Carrier,1954
Susan Slept Here,1954
The Silver Chalice,1954
Beauty and the Bull,1954
"Bread, Love and Dreams",1954
Crazy Mixed Up Pup,1954
Forbidden Games,1952
Hell and High Water,1954
Indiscretion of an American Wife,1954
It Should Happen to You,1954
Knock on Wood,1954
Le Plaisir,1954
Magnificent Obsession,1954
Night People,1954
Pigs Is Pigs,1954
Red Garters,1954
Rembrandt: A Self-Portrait,1954
Robinson Crusoe,1954
Rogue Cop,1954
Sandy Claws,1954
Siam,1954
The Earrings of Madame de...,1954
The Egyptian,1954
The First Piano Quartette,1954
The Stratford Adventure,1954
The Strauss Fantasy,1954
Them!,1954
"Touché, Pussy Cat!",1954
White Christmas,1954
Marty,1955
Love Is a Many-Splendored Thing,1955
The Rose Tattoo,1955
Picnic,1955
Oklahoma!,1955
Love Me or Leave Me,1955
East of Eden,1955
I'll Cry Tomorrow,1955
Interrupted Melody,1955
Mister Roberts,1955
To Catch a Thief,1955
The Bridges at Toko-Ri,1955
The Face of Lincoln,1955
Helen Keller in Her Story,1955
Men Against the Arctic,1955
Speedy Gonzales,1955
Survival City,1955
Blackboard Jungle,1955
Guys and Dolls,1955
Bad Day at Black Rock,1955
Daddy Long Legs,1955
Rebel Without a Cause,1955
The Man with the Golden Arm,1955
It's Always Fair Weather,1955
Queen Bee,1955
Summertime,1955
The Battle of Gettysburg,1955
24-Hour Alert,1955
3rd Ave. El,1955
A Man Called Peter,1955
Battle Cry,1955
Gadgets Galore,1955
Good Will to Men,1955
Heartbreak Ridge,1955
Mr. Hulot's Holiday,1955
No Hunting,1955
Not as a Stranger,1955
On the Twelfth Day,1955
Pete Kelly's Blues,1955
Strategic Air Command,1955
Switzerland,1955
The Court-Martial of Billy Mitchell,1955
The Dam Busters,1955
The Legend of Rockabye Point,1955
The Pickwick Papers,1955
The Private War of Major Benson,1955
The Rains of Ranchipur,1955
The Seven Little Foys,1955
The Sheep Has Five Legs,1955
The Tender Trap,1955
The Virgin Queen,1955
Three Kisses,1955
Trial,1955
Ugetsu,1955
Unchained,1955
Around the World in 80 Days,1956
The King and I,1956
Somebody Up There Likes Me,1956
Giant,1956
The Ten Commandments,1956
Lust for Life,1956
The Brave One,1956
Written on the Wind,1956
Anastasia,1956
La Strada,1956
The Solid Gold Cadillac,1956
Crashing the Water Barrier,1956
Magoo's Puddle Jumper,1956
The Bespoke Overcoat,1956
The Man Who Knew Too Much,1956
The Red Balloon,1956
The Silent World,1956
The True Story of the Civil War,1956
Friendly Persuasion,1956
Baby Doll,1956
The Bad Seed,1956
The Eddy Duchin Story,1956
High Society,1956
War and Peace,1956
Julie,1956
Seven Samurai,1956
Teenage Rebel,1956
The Bold and the Brave,1956
The Dark Wave,1956
The Proud and Profane,1956
The Rainmaker,1956
A City Decides,1956
Between Heaven and Hell,1956
Bus Stop,1956
Cow Dog,1956
Forbidden Planet,1956
Gerald McBoing-Boing on Planet Moo,1956
Gervaise,1956
I Never Forget a Face,1956
Man in Space,1956
Meet Me in Las Vegas,1956
Qivitoq,1956
Richard III,1956
Samoa,1956
Stagecoach to Fury,1956
The Best Things in Life Are Free,1956
The Burmese Harp,1956
The Captain from Köpenick,1956
The Harder They Fall,1956
The House Without a Name,1956
The Jay Walker,1956
The Ladykillers,1956
The Naked Eye,1956
The Power and the Prize,1956
The Proud and the Beautiful,1956
Time Stood Still,1956
Umberto D.,1956
Where Mountains Float,1956
The Bridge on the River Kwai,1957
Sayonara,1957
Les Girls,1957
Albert Schweitzer,1957
Birds Anonymous,1957
Designing Woman,1957
Nights of Cabiria,1957
The Enemy Below,1957
The Joker Is Wild,1957
The Three Faces of Eve,1957
The Wetback Hound,1957
Peyton Place,1957
Witness for the Prosecution,1957
An Affair to Remember,1957
Funny Face,1957
Pal Joey,1957
Raintree County,1957
12 Angry Men,1957
Wild Is the Wind,1957
Gunfight at the O.K. Corral,1957
"Heaven Knows, Mr. Allison",1957
A Chairy Tale,1957
A Farewell to Arms,1957
A Hatful of Rain,1957
April Love,1957
Boy on a Dolphin,1957
City of Gold,1957
Foothold on Antarctica,1957
Gates of Paris,1957
I Vitelloni,1957
Man of a Thousand Faces,1957
Mother India,1957
Nine Lives,1957
On the Bowery,1957
One Droopy Knight,1957
Perri,1957
Portugal,1957
Tabasco Road,1957
Tammy and the Bachelor,1957
The Bachelor Party,1957
The Devil Strikes at Night,1957
The Spirit of St. Louis,1957
The Tin Star,1957
The Truth About Mother Goose,1957
Torero!,1957
Trees and Jamaica Daddy,1957
Gigi,1958
The Defiant Ones,1958
Separate Tables,1958
I Want to Live!,1958
South Pacific,1958
The Old Man and the Sea,1958
The Big Country,1958
White Wilderness,1958
Ama Girls,1958
Grand Canyon,1958
Knighty Knight Bugs,1958
Mon Oncle,1958
tom thumb,1958
Auntie Mame,1958
Cat on a Hot Tin Roof,1958
Some Came Running,1958
A Certain Smile,1958
The Young Lions,1958
"Bell, Book and Candle",1958
Houseboat,1958
Journey into Spring,1958
Teacher's Pet,1958
Vertigo,1958
A Time to Love and a Time to Die,1958
Antarctic Crossing,1958
Arms and the Man,1958
Big Deal on Madonna Street,1958
Cowboy,1958
Damn Yankees!,1958
Desire Under the Elms,1958
Employees Only,1958
La venganza,1958
Lonelyhearts,1958
Mardi Gras,1958
Marjorie Morningstar,1958
Overture,1958
Paul Bunyan,1958
Psychiatric Nursing,1958
Sidney's Family Tree,1958
Snows of Aorangi,1958
T Is for Tumbleweed,1958
The Bolshoi Ballet,1958
The Brothers Karamazov,1958
The Buccaneer,1958
The Goddess,1958
The Hidden World,1958
The Horse's Mouth,1958
The Inn of the Sixth Happiness,1958
The Kiss,1958
The Living Stone,1958
The Road a Year Long,1958
The Sheepman,1958
Torpedo Run,1958
Ben-Hur,1959
The Diary of Anne Frank,1959
Room at the Top,1959
Some Like It Hot,1959
Pillow Talk,1959
Porgy and Bess,1959
A Hole in the Head,1959
Black Orpheus,1959
Glass,1959
Moonbird,1959
Serengeti Shall Not Die,1959
The Golden Fish,1959
The Nun's Story,1959
Anatomy of a Murder,1959
The Five Pennies,1959
Career,1959
Journey to the Center of the Earth,1959
North by Northwest,1959
"Suddenly, Last Summer",1959
The Big Fisherman,1959
The Young Philadelphians,1959
Imitation of Life,1959
On the Beach,1959
The Best of Everything,1959
The Last Angry Man,1959
Between the Tides,1959
Donald in Mathmagic Land,1959
From Generation to Generation,1959
Li'l Abner,1959
Libel,1959
Mexicali Shmoes,1959
Mysteries of the Deep,1959
Noah's Ark,1959
Operation Petticoat,1959
Paw,1959
Say One for Me,1959
Skyscraper,1959
Sleeping Beauty,1959
The 400 Blows,1959
The Bridge,1959
The Gazebo,1959
The Great War,1959
The Hanging Tree,1959
The Race for Space,1959
The Running Jumping & Standing Still Film,1959
The Village on the River,1959
The Violinist,1959
The Young Land,1959
Wild Strawberries,1959
The Apartment,1960
Spartacus,1960
Elmer Gantry,1960
Sons and Lovers,1960
The Alamo,1960
Never on Sunday,1960
The Facts of Life,1960
Exodus,1960
BUtterfield 8,1960
The Virgin Spring,1960
Day of the Painter,1960
Giuseppina,1960
Munro,1960
Song Without End,1960
The Horse with the Flying Tail,1960
The Time Machine,1960
Pepe,1960
The Sundowners,1960
Inherit the Wind,1960
Psycho,1960
Sunrise at Campobello,1960
Can-Can,1960
Cimarron,1960
A City Called Copenhagen,1960
A Place in the Sun,1960
A Sport Is Born,1960
Bells Are Ringing,1960
Beyond Silence,1960
George Grosz' Interregnum,1960
Goliath II,1960
High Note,1960
High Time,1960
"Hiroshima, My Love",1960
Islands of the Sea,1960
It Started in Naples,1960
Kapo,1960
La Vérité,1960
Let's Make Love,1960
Macario,1960
Midnight Lace,1960
Mouse and Garden,1960
"Murder, Inc.",1960
Rebel in Paradise,1960
Seven Thieves,1960
The Angry Silence,1960
The Creation of Woman,1960
The Dark at the Top of the Stairs,1960
The Entertainer,1960
The Last Voyage,1960
The Magnificent Seven,1960
The Ninth Circle,1960
The Rise and Fall of Legs Diamond,1960
Tunes of Glory,1960
Universe,1960
Visit to a Small Planet,1960
West Side Story,1961
Judgment at Nuremberg,1961
The Hustler,1961
Breakfast at Tiffany's,1961
The Guns of Navarone,1961
La Dolce Vita,1961
Splendor in the Grass,1961
Project Hope,1961
Seawards the Great Ships,1961
Sky Above and Mud Beneath,1961
Surogat,1961
Through a Glass Darkly,1961
Two Women,1961
Fanny,1961
Flower Drum Song,1961
The Children's Hour,1961
Summer and Smoke,1961
El Cid,1961
Pocketful of Miracles,1961
The Absent-Minded Professor,1961
Babes in Toyland,1961
The Parent Trap,1961
A Majority of One,1961
Aquamania,1961
Bachelor in Paradise,1961
Back Street,1961
Ballad of a Soldier,1961
Beep Prepared,1961
Breaking the Language Barrier,1961
Claudelle Inglish,1961
Cradle of Genius,1961
General Della Rovere,1961
Harry and the Butler,1961
Immortal Love,1961
Kahl,1961
Khovanshchina,1961
Lover Come Back,1961
Nelly's Folly,1961
One-Eyed Jacks,1961
"One, Two, Three",1961
Paris Blues,1961
Plácido,1961
Play Ball!,1961
Rooftops of New York,1961
The Face of Jesus,1961
The Grand Olympics,1961
The Important Man,1961
The Man in Gray,1961
The Mark,1961
The Pied Piper of Guadalupe,1961
The Roman Spring of Mrs. Stone,1961
Town Without Pity,1961
"Very Nice, Very Nice",1961
Yojimbo,1961
Lawrence of Arabia,1962
To Kill a Mockingbird,1962
The Longest Day,1962
The Miracle Worker,1962
The Music Man,1962
Days of Wine and Roses,1962
What Ever Happened to Baby Jane?,1962
The Wonderful World of the Brothers Grimm,1962
Divorce Italian Style,1962
Sweet Bird of Youth,1962
Black Fox,1962
Dylan Thomas,1962
Heureux Anniversaire,1962
Sundays and Cybele,1962
The Hole,1962
Mutiny on the Bounty,1962
Birdman of Alcatraz,1962
Gypsy,1962
That Touch of Mink,1962
Bon Voyage!,1962
David and Lisa,1962
Freud: The Secret Passion,1962
The Manchurian Candidate,1962
Two for the Seesaw,1962
A Symposium on Popular Songs,1962
Alvorada,1962
Big City Blues,1962
Billy Budd,1962
Billy Rose's Jumbo,1962
Electra,1962
Gigot,1962
Hatari!,1962
Icarus Montgolfier Wright,1962
Keeper of Promises,1962
Last Year at Marienbad,1962
Lolita,1962
Long Day's Journey Into Night,1962
My Geisha,1962
Now Hear This,1962
Pan,1962
Period of Adjustment,1962
Phaedra,1962
Self Defense... for Cowards,1962
Taras Bulba,1962
Tender Is the Night,1962
The Cadillac,1962
The Cliff Dwellers,1962
The Four Days of Naples,1962
The John Glenn Story,1962
The Man Who Shot Liberty Valance,1962
The Pigeon That Took Rome,1962
The Road to the Wall,1962
Tlayucan,1962
Walk on the Wild Side,1962
Tom Jones,1963
Cleopatra,1963
How the West Was Won,1963
Hud,1963
8½,1963
"It's a Mad, Mad, Mad, Mad World",1963
Lilies of the Field,1963
America America,1963
Irma la Douce,1963
An Occurrence at Owl Creek Bridge,1963
Chagall,1963
Papa's Delicate Condition,1963
Robert Frost: A Lover's Quarrel with the World,1963
The Critic,1963
The V.I.P.s,1963
The Cardinal,1963
Love with the Proper Stranger,1963
"Captain Newman, M.D.",1963
55 Days at Peking,1963
A New Kind of Love,1963
Bye Bye Birdie,1963
This Sporting Life,1963
Twilight of Honor,1963
A Gathering of Eagles,1963
Automania 2000,1963
Charade,1963
Come Blow Your Horn,1963
The Home-Made Car,1963
Knife in the Water,1963
Le Maillon et la Chaine,1963
Los Tarantos,1963
Mondo Cane,1963
My Financial Career,1963
Pianissimo,1963
The Six-Sided Triangle,1963
That's Me,1963
The Balcony,1963
The Birds,1963
The Caretakers,1963
The Concert,1963
The Five Cities of June,1963
The Game,1963
The Great Escape,1963
The L-Shaped Room,1963
The Leopard,1963
The Red Lanterns,1963
The Spirit of America,1963
The Stripper,1963
The Sword in the Stone,1963
The Yanks Are Coming,1963
Thirty Million Letters,1963
To Live Again,1963
Toys in the Attic,1963
Twin Sisters of Kyoto,1963
Wives and Lovers,1963
My Fair Lady,1964
Mary Poppins,1964
Zorba the Greek,1964
Becket,1964
The Night of the Iguana,1964
Father Goose,1964
Casals Conducts: 1964,1964
Goldfinger,1964
Jacques-Yves Coustrau's World Without Sun,1964
Nine from Little Rock,1964
The Pink Phink,1964
Topkapi,1964
"Yesterday, Today and Tomorrow",1964
"Hush...Hush, Sweet Charlotte",1964
The Unsinkable Molly Brown,1964
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964
A Hard Day's Night,1964
Robin and the 7 Hoods,1964
Seven Days in May,1964
The Americanization of Emily,1964
What a Way to Go!,1964
14-18,1964
140 Days Under the World,1964
7 Faces of Dr. Lao,1964
A House Is Not a Home,1964
Breaking the Habit,1964
Cheyenne Autumn,1964
Children Without,1964
Christmas Cracker,1964
Dear Heart,1964
Eskimo Artist: Kenojuak,1964
Fate Is the Hunter,1964
Four Days in November,1964
Help! My Snowman's Burning Down,1964
How to Avoid Friendship,1964
Kisses for My President,1964
Marriage Italian Style,1964
Nudnik #2,1964
"One Potato, Two Potato",1964
Raven's End,1964
Sallah Shabati,1964
Seance on a Wet Afternoon,1964
That Man from Rio,1964
The Best Man,1964
The Chalk Garden,1964
The Fall of the Roman Empire,1964
The Finest Hours,1964
The Human Dutch,1964
The Legend of Jimmy Blue Eyes,1964
The Lively Set,1964
The Organizer,1964
The Pink Panther,1964
The Pumpkin Eater,1964
The Umbrellas of Cherbourg,1964
The Visit,1964
Where Love Has Gone,1964
Woman in the Dunes,1964
The Sound of Music,1965
Doctor Zhivago,1965
Darling,1965
Ship of Fools,1965
A Patch of Blue,1965
Cat Ballou,1965
The Great Race,1965
A Thousand Clowns,1965
The Chicken,1965
The Dot and the Line,1965
The Eleanor Roosevelt Story,1965
The Sandpiper,1965
The Shop on Main Street,1965
Thunderball,1965
To Be Alive!,1965
The Agony and the Ecstasy,1965
The Greatest Story Ever Told,1965
Othello,1965
Inside Daisy Clover,1965
The Collector,1965
King Rat,1965
Morituri,1965
The Flight of the Phoenix,1965
The Slender Thread,1965
The Spy Who Came in from the Cold,1965
A Rage to Live,1965
Blood on the Land,1965
Casanova 70,1965
Clay or the Origin of Species,1965
Dear John,1965
Fortress of Peace,1965
In Harm's Way,1965
Kwaidan,1965
Let My People Go: The Story of Israel,1965
Mural on Our Street,1965
Nyitany,1965
Point of View,1965
Shenandoah,1965
Skaterdater,1965
Snow,1965
The Battle of the Bulge... The Brave Rifles,1965
The Forth Road Bridge,1965
The Pawnbroker,1965
The Pleasure Seekers,1965
The Thieving Magpie,1965
The Train,1965
Those Magnificent Men in their Flying Machines,1965
Time Piece,1965
To Die in Madrid,1965
Von Ryan's Express,1965
What's New Pussycat?,1965
Yeats Country,1965
A Man for All Seasons,1966
Who's Afraid of Virginia Woolf?,1966
Grand Prix,1966
Fantastic Voyage,1966
A Man and a Woman,1966
Born Free,1966
The Fortune Cookie,1966
A Funny Thing Happened on the Way to the Forum,1966
A Herb Alpert and the Tijuana Brass Double Feature,1966
A Year Toward Tomorrow,1966
The War Game,1966
Wild Wings,1966
The Sand Pebbles,1966
Hawaii,1966
Alfie,1966
Georgy Girl,1966
"The Russians Are Coming, the Russians Are Coming",1966
Gambit,1966
The Gospel According to St. Matthew,1966
The Professionals,1966
Blowup,1966
Is Paris Burning?,1966
Juliet of the Spirits,1966
Mister Buddwing,1966
Morgan!,1966
The Oscar,1966
Adolescence,1966
An American Dream,1966
Cowboy,1966
Helicopter Canada,1966
Khartoum,1966
Le Volcan interdit,1966
Loves of a Blonde,1966
Mandragola,1966
Pharaoh,1966
Részletek J.S. Bach Máté passiójából,1966
Return of the Seven,1966
Seconds,1966
Stop the World – I Want to Get Off,1966
The Battle of Algiers,1966
The Bible: In the Beginning...,1966
The Drag,1966
The Face of a Genius,1966
The Naked Prey,1966
The Odds Against,1966
The Pink Blueprint,1966
The Really Big Family,1966
The Singing Nun,1966
The Winning Strain,1966
Three,1966
Turkey the Bridge,1966
You're a Big Boy Now,1966
In the Heat of the Night,1967
Camelot,1967
Bonnie and Clyde,1967
Guess Who's Coming to Dinner,1967
Doctor Dolittle,1967
The Graduate,1967
Thoroughly Modern Millie,1967
Cool Hand Luke,1967
The Dirty Dozen,1967
A Place to Stand,1967
Closely Watched Trains,1967
The Anderson Platoon,1967
The Box,1967
The Redwoods,1967
In Cold Blood,1967
The Taming of the Shrew,1967
A King's Story,1967
A Time for Burning,1967
Banning,1967
Barefoot in the Park,1967
Beach Red,1967
Casino Royale,1967
Divorce American Style,1967
El amor brujo,1967
Far from the Madding Crowd,1967
Festival,1967
Harvest,1967
Hypothese Beta,1967
I Even Met Happy Gypsies,1967
Live for Life,1967
Monument to the Dream,1967
Paddle to the Sea,1967
Portrait of Chieko,1967
See You at the Pillar,1967
Sky Over Holland,1967
Stop Look and Listen,1967
The Happiest Millionaire,1967
The Jungle Book,1967
The War Is Over,1967
The Whisperers,1967
Tobruk,1967
Two for the Road,1967
Ulysses,1967
Valley of the Dolls,1967
Wait Until Dark,1967
What on Earth!,1967
While I Run This Race,1967
Oliver!,1968
The Lion in Winter,1968
Romeo and Juliet,1968
Funny Girl,1968
2001: A Space Odyssey,1968
Bullitt,1968
Rosemary's Baby,1968
The Producers,1968
The Subject Was Roses,1968
The Thomas Crown Affair,1968
War and Peace,1968
Charly,1968
Journey into Self,1968
Robert Kennedy Remembered,1968
Why Man Creates,1968
Winnie the Pooh and the Blustery Day,1968
Star!,1968
"Rachel, Rachel",1968
Faces,1968
Finian's Rainbow,1968
Ice Station Zebra,1968
Planet of the Apes,1968
The Heart Is a Lonely Hunter,1968
The Odd Couple,1968
The Shoes of the Fisherman,1968
A Few Notes on Our Food Problem,1968
A Space to Grow,1968
A Way Out of the Wilderness,1968
Chitty Chitty Bang Bang,1968
Duo,1968
For Love of Ivy,1968
Hot Millions,1968
Isadora,1968
Other Voices,1968
Prelude,1968
Stolen Kisses,1968
The Boys of Paul Street,1968
The Dove,1968
The Fireman's Ball,1968
The Fixer,1968
The Fox,1968
The Girl with the Pistol,1968
The House That Ananda Built,1968
The House That Jack Built,1968
The Legendary Champions,1968
The Magic Pear Tree,1968
The Revolving Door,1968
The Young Girls of Rochefort,1968
Wild in the Streets,1968
Windy Day,1968
Midnight Cowboy,1969
Butch Cassidy and the Sundance Kid,1969
"Hello, Dolly!",1969
Z,1969
Anne of the Thousand Days,1969
"They Shoot Horses, Don't They?",1969
Marooned,1969
The Magic Machines,1969
The Prime of Miss Jean Brodie,1969
True Grit,1969
Arthur Rubinstein – The Love of Life,1969
Cactus Flower,1969
Czechoslovakia 1968,1969
It's Tough to Be a Bird,1969
Bob & Carol & Ted & Alice,1969
"Gaily, Gaily",1969
Sweet Charity,1969
Easy Rider,1969
"Goodbye, Mr. Chips",1969
The Happy Ending,1969
The Reivers,1969
The Secret of Santa Vittoria,1969
The Sterile Cuckoo,1969
The Wild Bunch,1969
Ådalen 31,1969
Alice's Restaurant,1969
An Impression of John Steinbeck: Writer,1969
Battle of Neretva,1969
Before the Mountain Was Moved,1969
Blake,1969
"Goodbye, Columbus",1969
In the Year of the Pig,1969
Jenny Is a Good Thing,1969
"Krakatoa, East of Java",1969
Last Summer,1969
Leo Beuerman,1969
My Night at Maud's,1969
Of Men and Demons,1969
Olimpiada en México,1969
Paint Your Wagon,1969
People Soup,1969
The Brothers Karamazov,1969
The Damned,1969
The Wolf Men,1969
Walking,1969
Patton,1970
Ryan's Daughter,1970
Airport,1970
Love Story,1970
M*A*S*H,1970
Tora! Tora! Tora!,1970
Women in Love,1970
Lovers and Other Strangers,1970
Woodstock,1970
Cromwell,1970
Interviews with My Lai Veterans,1970
Investigation of a Citizen Above Suspicion,1970
Is It Always Right to Be Right?,1970
Let It Be,1970
The Resurrection of Broncho Billy,1970
Five Easy Pieces,1970
Scrooge,1970
Darling Lili,1970
I Never Sang for My Father,1970
The Great White Hope,1970
A Boy Named Charlie Brown,1970
A Long Way from Nowhere,1970
Chariots of the Gods,1970
Diary of a Mad Housewife,1970
Fellini Satyricon,1970
First Love,1970
Hoa-Binh,1970
I Girasoli,1970
Jack Johnson,1970
Joe,1970
King: A Filmed Record... Montgomery to Memphis,1970
Little Big Man,1970
Madron,1970
Oisin,1970
Paix sur les champs,1970
Pieces of Dreams,1970
Say Goodbye,1970
Shut Up... I'm Crying,1970
Sticky My Fingers... Fleet My Feet,1970
The Baby Maker,1970
The Further Adventures of Uncle Sam: Part Two,1970
The Gifts,1970
The Hawaiians,1970
The Landlord,1970
The Molly Maguires,1970
The Shepherd,1970
Time Is Running Out,1970
Tristana,1970
The French Connection,1971
Fiddler on the Roof,1971
The Last Picture Show,1971
Nicholas and Alexandra,1971
Sentinels of Silence,1971
Bedknobs and Broomsticks,1971
Summer of '42,1971
Klute,1971
Shaft,1971
The Garden of the Finzi-Continis,1971
The Hospital,1971
The Crunch Bird,1971
The Hellstrom Chronicle,1971
"Mary, Queen of Scots",1971
A Clockwork Orange,1971
Kotch,1971
Sunday Bloody Sunday,1971
Sometimes a Great Notion,1971
Tchaikovsky,1971
The Andromeda Strain,1971
Adventures in Perception,1971
Alaska Wilderness Lake,1971
Art Is...,1971
Bless the Beasts and Children,1971
